Ovary_1	Ovary_2	Ovary_3	Testis_1	Testis_2	Testis_3
590	450	255	234	215	212
1069	1165	966	184	369	300
842	759	534	74	70	65
13312	16401	6990	130843	138267	107749
12	32	6	101	30	25
0	0	0	86	109	117
5501	5566	3498	2301	2374	2270
284	97	137	2231	2019	2181
81	53	44	316	272	310
1230	1126	622	346	542	316
0	1	0	1	1	5
4	1	1	1	5	4
4	0	0	3	6	5
1	0	0	0	2	2
466	480	342	3669	4141	3215
144	131	64	4	2	7
16	2	7	6	5	1
442	271	258	4	17	16
0	0	0	3	0	1
575	461	337	516	545	439
3	4	3	35	95	39
4609	5506	2488	6985	7539	4700
2273	2361	1083	2278	4282	2421
2307	2560	1216	517	589	445
913	1021	513	159	269	170
0	14	3	6	3	2
7	6	2	71	33	27
733	1353	523	401	485	458
694	949	519	188	328	232
6007	5821	3069	580	844	673
1527	1784	1306	292	335	308
77	49	23	207	185	120
1817	1850	788	2378	2076	2479
173	140	85	213	166	231
1124	1140	692	1108	1795	1294
160	169	87	458	412	399
100	119	42	77	69	93
679	554	317	1602	1720	1306
364	260	172	294	675	520
5213	5646	2556	1069	1220	1114
109	168	94	36	50	36
0	0	0	0	0	0
35	25	17	54	66	38
180	121	80	245	277	147
4	4	8	1462	1841	1309
154	178	111	60	95	75
983	1031	577	435	874	379
2588	2752	1466	846	1309	801
1253	1524	543	1066	332	672
16	6	9	8	10	4
42	21	11	21	22	12
2	0	0	97	141	72
1	1	1	1	0	0
0	0	6	0	1	0
1	0	0	1	1	1
706	428	316	43	63	40
2	1	1	132	94	55
629	467	289	2	9	8
12	15	13	11	12	13
17	19	5	4	2	1
2947	3278	1736	21712	26781	20994
2585	2514	1679	584	591	496
29	1	12	13	9	10
0	0	0	0	0	0
254	305	93	3027	4517	3398
70	58	21	4061	5721	3656
2914	2909	3247	267	486	240
1	1	2	12	17	11
548	604	234	154	345	163
0	1	0	7	7	5
0	0	0	0	0	0
0	2	1	42	53	38
174	189	63	536	663	388
159	169	91	61	40	32
231	249	159	11837	9875	9481
1320	1523	773	461	567	400
347	337	189	42	119	39
1448	799	397	358	591	283
759	759	368	454	603	484
1	0	0	2	8	10
293	28	26	26	19	42
871	887	569	203	312	245
298	212	157	138	106	101
695	666	370	137	145	139
883	1279	717	337	288	270
674	671	467	118	166	134
3	1	1	47	46	34
0	0	0	5	6	2
76	53	34	319	336	317
2724	2782	1660	455	587	412
16	47	18	108	63	35
0	0	0	4	2	5
0	0	0	0	1	1
1178	1531	838	310	440	318
229	413	91	8	13	12
419	463	217	124	111	99
0	0	0	0	0	1
179	260	89	86	30	35
314	262	141	116	214	186
310	223	213	16	20	11
1090	1223	589	360	485	385
1948	1841	919	727	1358	997
63	63	30	105	36	36
552	462	250	750	1548	1080
1339	1271	609	113	197	126
1234	1555	798	47	77	52
34	46	23	8	50	28
0	0	0	5	19	11
2307	2206	1301	574	690	590
1	0	0	2	138	54
40	33	29	17	24	26
1	0	1	5	13	2
4	3	1	16	13	21
132	104	28	40	27	29
63	54	46	3	4	6
0	0	0	16	7	5
3	2	5	327	444	335
2951	3343	2949	386	550	500
2193	2602	1492	29	44	16
730	1213	445	484	733	483
130	156	81	445	628	393
785	816	539	4624	6002	4193
342	282	265	64	98	56
2775	1908	1035	354	401	339
1788	1642	883	609	960	692
522	764	502	382	539	338
804	1258	512	3322	4047	3214
890	824	488	316	330	319
7039	7938	3594	3295	4954	3864
804	892	374	201	187	239
1428	1202	829	250	285	241
6100	5662	3091	30577	37583	30748
2	1	1	14	10	16
1628	2266	1151	5	6	7
0	2	0	3	4	2
502	755	708	113	82	121
1060	1154	483	381	693	419
904	1113	473	378	268	276
173	66	35	347	370	104
807	799	431	2144	2509	2091
3191	3128	1589	363	550	466
1508	2020	4356	2852	2808	2932
1	7	5	124	104	82
249	41	2	136	225	163
3	0	4	5	2	5
92	151	79	280	183	330
1185	1254	733	4051	4479	3790
43	28	13	61	63	45
69	93	29	55	40	59
1297	1046	617	202	187	256
1186	1142	528	125	101	110
1582	1643	721	660	448	303
1869	1881	883	1268	1299	946
13	4	16	87	84	96
47	64	56	10	18	13
37	81	37	75	95	61
17	17	15	16	21	16
422	430	214	1908	1967	1863
1775	2341	1169	2866	2904	2486
0	2	0	0	0	0
2	4	1	17	23	22
47186	46278	23944	53005	50213	45400
826	905	344	612	416	560
295	277	154	153	401	254
18048	18495	10401	6111	7070	6308
9	13	7	5	8	3
63	31	47	18	20	23
5	7	2	5274	4179	3661
531	535	288	363	354	299
559	631	386	980	740	749
32	59	25	252	184	223
3863	4215	2141	848	952	820
2764	2376	1075	922	950	932
753	628	404	29	41	27
8378	6257	4300	220	478	342
20	5	3	20	10	26
15	4	11	37	65	50
426	456	257	287	341	298
565	408	292	293	310	317
1672	1296	573	654	1034	1136
2274	1923	1172	1557	1740	1552
7384	5986	2649	8655	8977	5850
72	50	54	1151	1671	1602
456	323	120	1430	1784	1668
836	696	538	241	219	192
3193	2667	1616	4850	5419	4565
486	364	325	152	165	160
881	526	330	122	179	78
79	67	38	15	16	24
1168	883	506	3959	5340	3601
2720	1135	1316	364	338	338
1156	473	612	112	190	103
170	192	94	60	63	46
170	290	118	189	184	138
58	68	36	35	639	278
1408	1227	724	359	700	568
0	0	0	3	6	1
257	307	148	231	317	259
2819	3181	1623	447	549	664
325	388	205	48	82	131
43	446	101	48	46	164
955	723	431	960	936	781
13	9	5	9	27	12
176	211	122	289	322	259
1332	1057	732	238	357	286
5	3	11	34	46	41
0	0	0	4	2	7
36	9	58	388	418	315
8	10	3	79	27	23
543	1150	545	476	427	331
7	1	2	5	3	7
5	12	14	32	34	9
5	3	7	21	34	35
4	0	1	4	1	10
1	0	2	16	14	23
3	2	0	23	44	24
2	1	1	1	0	1
6	0	0	2	2	4
0	0	0	0	3	1
0	0	0	2	2	0
0	0	1	14	26	13
8	2	1	0	3	3
29	13	7	2	13	8
9541	9903	5183	896	2045	1292
17	17	6	421	528	407
881	786	655	340	533	365
594	593	425	171	295	190
0	0	0	6	12	15
4	3	1	329	643	309
5405	4305	2736	358	378	502
213	407	319	2	11	4
0	0	1	0	1	2
0	0	0	1	2	0
0	0	0	11	5	12
183	228	61	77	104	60
0	2	3	16	17	10
191	124	149	8391	9107	6094
1736	1876	948	469	537	378
3957	3372	1724	525	476	539
2713	2524	1699	64	104	79
0	0	0	4	6	8
619	362	220	83	104	70
2902	2629	1393	1523	2113	1640
12267	10440	5892	3935	5921	3795
790	771	514	1231	1441	924
3374	3748	1670	1099	1286	1186
1819	1783	1046	1384	1295	1601
538	737	344	602	854	428
53	11	12	16	72	24
954	894	561	647	697	556
1123	1375	567	795	1247	595
1260	1436	550	778	984	767
358	552	173	1675	2451	1611
191	178	59	159	146	84
1417	1134	574	313	387	324
431	446	238	350	302	295
3	1	1	114	190	192
1570	1251	630	559	941	693
7899	8534	4639	1024	1057	847
643	510	287	187	220	165
2	1	2	37	49	36
78	139	48	1304	1547	1203
903	1025	530	3603	3428	2848
66	202	60	4999	5494	3677
906	727	290	359	571	440
44	39	56	70	90	60
210	140	76	58	69	72
13372	12361	7115	10889	13731	10647
3	10	1	5	6	4
1	0	0	6	4	3
6	34	29	154	210	268
460	228	201	56	70	52
0	1	1	0	0	1
138	66	34	1196	1272	1199
624	686	414	369	379	155
2523	2628	1864	724	450	440
1595	1459	852	1068	978	846
2340	2256	1017	435	472	422
1427	2117	715	241	326	225
664	854	539	714	1088	674
36	72	7	90	56	68
842	673	576	116	144	91
33	3	2	18	27	24
758	1157	474	180	199	178
4	0	3	53	73	61
1	0	0	3	9	8
1	2	0	62	41	52
1	0	1	22	23	16
43	66	16	24	39	38
12	6	5	11	17	9
12	42	7	1	4	3
76	100	42	167	243	100
2	3	3	5	9	10
0	1	0	0	3	1
92	195	241	606	577	450
65	108	164	129	100	102
9	15	5	15	13	21
0	0	0	0	0	0
0	0	0	22	30	8
0	0	0	14	17	19
78	36	21	67	107	90
21	33	15	67	67	52
28	53	40	151	120	108
576	650	269	191	271	181
302	202	219	743	1445	1091
177	147	97	106	57	43
3960	3371	2135	4273	5227	3449
7	9	5	169	258	182
10	10	10	29	17	34
940	991	632	123	160	134
25	57	9	72	55	53
0	0	8	0	4	5
81	84	42	205	193	188
83	50	30	5527	6629	6337
2320	1950	1264	363	411	363
344	430	298	15	23	11
42	37	20	9	6	6
686	684	338	113	128	87
1002	884	445	350	430	396
663	528	294	599	729	469
34	95	11	142	158	120
3	20	2	47	38	37
76	49	25	39	45	31
2766	2513	1773	57	76	172
514	536	304	1874	1799	1865
575	625	301	339	470	265
1104	1305	566	661	804	562
2789	1941	1639	520	727	572
1064	1242	647	38	61	55
192	139	102	8234	8841	6802
2095	2012	1179	2151	2618	2038
785	1564	687	2245	2424	1626
3238	3475	1638	975	1371	1004
1475	686	858	6	11	9
10	1	2	0	7	39
621	614	330	341	395	256
1683	1597	829	481	570	436
415	377	252	225	236	193
859	1440	625	1555	1961	1644
1438	1355	574	143	144	134
834	882	404	1196	1394	1026
488	504	328	375	397	410
0	2	1	84	101	134
2742	2414	1613	985	961	869
20	28	13	13	16	7
471	588	252	114	184	98
3000	2426	1787	137	132	126
693	831	453	545	711	526
678	319	272	150	222	129
1204	1186	678	2811	3235	2953
0	0	1	22	35	24
39	56	34	25	20	9
22	203	16	120	16	96
9	836	62	592	25	426
4	1	0	56	51	45
6	0	3	12	16	11
2025	1958	1287	2614	2453	2221
374	196	205	912	1796	1968
17	2	8	6	10	33
79	38	50	253	481	565
995	402	451	305	334	103
1010	922	632	3687	6876	5236
442	275	276	98	198	83
257	194	114	141	161	164
1296	939	684	156	195	153
757	1062	414	343	419	329
1587	1933	1079	532	767	566
5185	4407	3283	2810	3060	2299
684	585	305	1489	2406	1790
650	705	346	98	98	74
1236	786	318	22	44	43
1	1	0	18	4	2
1	0	0	0	1	1
1050	976	879	50	41	39
3	6	3	0	0	1
1	1	0	4	0	2
0	1	0	9	88	30
4	0	1	2	5	2
0	45	12	1	1	0
0	5	0	2	0	0
0	2	0	0	1	1
3	3	0	10	6	1
0	0	1	4	1	1
0	0	0	0	1	0
0	0	0	0	0	0
891	520	587	67	80	29
454	602	245	149	194	97
3	4	1	9	15	4
0	1	0	18	33	35
0	0	0	13	9	6
2	1	0	1	0	1
23	43	4	0	0	2
8	10	0	7	4	4
510	694	283	1540	1821	1604
1374	1649	806	369	505	312
809	688	315	3789	4060	2791
203	185	127	93	89	81
47	69	52	76	225	594
1083	812	489	1542	1900	964
3	5	3	5	0	8
34	17	13	11	35	19
1535	1313	489	1502	2162	1599
0	1	0	47	15	16
0	2	0	0	1	0
30	13	17	0	3	1
0	1	2	0	0	0
234	219	159	1	0	0
23	26	9	2	0	0
0	0	0	0	0	0
3	5	1	3	3	5
0	0	0	4	7	4
0	0	0	5	3	10
3127	3244	1674	2884	4733	3215
1	3	0	3	1	1
0	5	0	3	0	3
2	2	0	3	4	2
136	13	6	84	123	105
606	686	426	2169	2270	2253
2916	3174	1574	306	423	384
351	202	125	164	234	235
72	129	22	40	48	31
179	246	136	39	37	94
3	6	1	0	0	2
6	8	3	2	1	3
4	14	5	1	2	3
19	110	47	1	1	0
139	346	322	13	10	7
120	96	43	0	0	9
1088	958	728	7	22	17
61	13	42	2	7	10
598	645	494	112	82	31
12	11	10	22	1	3
56	48	38	24	11	10
142	149	106	100	147	108
663	597	319	248	536	290
506	500	240	265	389	332
194	180	103	62	21	18
9	12	8	19	21	46
0	0	1	14	27	13
0	0	0	1	0	0
4	4	1	5	6	1
2	10	4	0	2	0
8	35	13	9	5	4
599	455	227	22	29	10
0	0	0	0	0	0
220	147	139	7	5	2
45	23	21	1	4	3
3118	2291	1745	848	1274	932
730	720	374	2713	3910	2496
33	31	30	5	13	9
1209	1106	555	180	217	131
6	13	4	0	3	3
0	2	1	36	31	31
0	0	0	2	24	4
0	0	0	51	70	92
0	0	0	1	4	1
3	56	8	10	8	7
106	32	62	59	137	51
1	1	0	2	8	2
0	0	0	0	1	0
1	4	3	10	30	13
278	312	128	25	60	24
407	410	227	9409	11655	8998
2790	2884	1296	1041	1263	1005
427	369	319	466	401	364
6	8	5	121	168	84
1480	1563	877	1278	1650	1300
1120	1070	515	2976	3247	2362
747	738	287	289	401	234
391	248	181	42	39	39
1474	746	776	117	119	252
284	464	180	15	44	40
441	515	288	807	884	671
107	158	48	128	164	105
104	76	35	86	73	58
721	692	561	746	929	960
169	327	199	946	896	712
19	19	7	8	4	5
70	43	33	19	24	16
885	1653	478	55	57	22
835	533	402	17	12	8
1728	817	1242	923	1106	871
8	3	4	14	21	8
1725	1491	1237	366	396	466
14	16	7	21	30	21
983	675	501	97	127	133
180	276	106	9	13	5
608	524	281	226	271	249
480	396	231	230	188	234
2	7	1	11	8	8
1416	2036	947	555	520	445
476	406	241	318	362	318
89	67	48	13	14	21
207	85	91	17	25	12
24	38	8	20	62	64
1025	1008	675	148	230	149
45	51	36	10	36	15
31	34	12	21	13	9
0	3	5	5	12	3
2	0	0	1	0	0
14	1	1	2	3	4
2	0	0	1	2	0
36	17	8	4	2	2
25	61	21	6	8	2
6	21	2	3	4	9
696	571	331	379	423	280
0	0	1	6	12	1
254	374	98	1	2	9
0	1	0	0	0	0
0	1	0	0	0	0
1	11	4	1	3	0
0	5	3	39	32	28
26	85	47	1012	900	757
0	0	0	45	44	15
695	714	384	195	169	160
3	1	1	1	1	5
1	2	0	0	6	0
2	14	10	0	1	0
716	531	250	211	247	171
0	1	0	4	0	0
0	1	0	1	6	2
0	1	0	4	1	1
0	0	0	0	0	0
0	0	0	17	3	0
0	0	0	0	1	0
1108	1133	807	2285	2419	2048
110	111	49	574	555	91
8	0	19	7	3	5
1	0	2	0	0	0
9	10	0	11	18	4
0	0	0	0	0	0
0	0	1	0	36	3
0	0	0	2	5	2
2	3	2	0	1	1
3	2	0	56	73	57
155	113	101	235	316	197
549	477	322	80	104	74
290	283	158	148	221	148
157	114	77	295	359	230
2	4	0	85	60	68
0	0	1	101	131	77
0	0	1	10	27	9
1	0	0	10	2	2
0	1	1	11	11	3
1522	1384	1036	874	992	827
1	1	0	1	6	3
0	0	0	1	0	1
22	17	7	2	4	8
20	30	14	4	15	8
53	102	63	6	11	2
0	0	1	0	1	0
0	0	0	0	0	1
5	0	9	3	7	1
0	0	0	0	0	2
1	1	1	6	6	5
1319	1684	836	1085	1006	1001
1150	1440	775	772	935	758
7	26	13	1	2	2
672	576	488	38	25	36
0	0	0	3	16	0
0	0	0	8	2	10
0	0	0	4	0	0
0	0	0	6	8	5
0	0	0	0	2	2
1	0	1	2	5	2
1	2	1	1	2	5
0	0	0	40	24	22
75	52	16	0	3	2
24	51	28	183	267	155
0	3	0	56	59	39
0	0	0	0	1	0
15	5	4	2	7	8
0	0	0	0	1	0
1	0	0	38	56	17
1173	984	472	439	778	324
1734	1246	509	711	767	1047
1951	1734	765	3471	3801	2552
866	995	547	718	675	543
8204	8198	5397	625	886	686
0	0	0	0	1	0
108	167	70	132	145	64
1831	2106	1490	130	119	91
108	272	78	99	98	56
1	0	0	11	17	21
0	0	0	1	5	3
1	0	0	7	12	2
8	5	7	1	1	0
1	4	2	121	144	98
188	226	172	317	161	153
2304	2994	1680	3781	3936	3997
232	154	106	140	173	110
1493	1311	718	2688	3535	2525
6411	6728	2989	6120	6658	6231
19	151	132	871	416	864
15	4	9	140	117	141
888	1038	670	121	200	171
37	61	55	348	314	232
0	0	0	0	0	0
0	0	0	0	1	0
363	347	131	614	703	621
3398	3432	2008	1458	1468	1518
642	654	384	1320	1747	1308
179	144	83	325	197	316
1026	1061	623	544	350	503
3	4	8	2	10	4
1373	1181	652	838	954	750
240	254	154	51	86	59
928	1152	615	2985	2441	2384
1148	1056	600	1654	1927	1873
2121	2032	1198	1512	2059	1664
0	0	1	16	21	26
1	1	3	2	1	4
950	775	319	108	354	88
400	313	212	45	118	71
473	523	281	124	241	122
1372	1676	778	141	173	147
597	554	340	832	948	709
517	447	344	3221	3981	2443
10	9	3	208	337	207
1327	1276	746	618	1107	646
5372	6203	3752	8912	9920	6960
18	53	25	21	1	11
525	460	321	315	415	276
775	795	422	1749	975	1173
2139	1960	1079	1440	2559	1356
3174	3115	1607	3153	4191	2509
734	1047	422	711	490	734
2264	2184	1064	842	706	732
9	25	14	12	1	11
590	657	283	223	240	249
2	1	3	1962	2694	1066
1	0	0	26	30	24
16	22	12	17	16	18
781	853	441	640	866	743
77	102	50	68	109	111
631	498	218	118	172	96
0	0	0	7	6	7
0	0	0	2	2	3
1	0	0	0	1	0
0	1	0	1	0	1
331	126	89	313	424	276
3020	3050	1679	1768	1780	1652
676	1206	610	711	1270	713
1879	1721	1083	636	751	623
268	239	120	418	434	395
0	0	0	5	1	6
12	14	11	12	25	3
740	1106	390	788	1015	776
279	193	165	102	127	112
3850	3470	1626	943	1336	864
1295	958	525	672	889	543
578	646	406	2858	3218	1924
1	1	0	2	0	4
1	0	1	2	0	3
1	2	0	1	0	1
1	1	2	0	0	0
0	0	0	0	0	0
37	29	25	4	7	2
163	177	113	12	25	13
0	0	0	7	6	9
2303	3102	1436	225	253	183
883	822	383	1201	1623	1264
3567	3168	2074	4421	7715	6190
2011	1625	1057	472	447	398
531	579	275	242	269	202
48	32	45	1845	3836	3614
0	0	0	1	2	5
21	5	3	46	45	40
59	50	42	3	5	14
55	84	51	40	40	16
402	265	295	94	78	64
84	87	88	59	265	195
0	0	0	1	1	1
0	1	0	1	2	0
0	0	0	2	0	0
629	704	352	321	314	317
101	87	55	123	134	130
576	395	288	37	110	41
347	364	255	24	38	10
912	1053	480	177	195	198
1	0	0	12	22	17
723	736	341	4430	5581	3541
980	821	549	354	375	330
518	568	328	1904	2595	2145
1	0	0	6	7	18
127	53	41	158	189	203
444	402	180	4429	3810	3000
0	0	0	15	14	2
0	0	0	13	16	34
243	217	119	13	20	22
7	7	5	6210	8224	6327
513	668	203	1015	1154	993
177	179	71	143	189	141
1763	1774	785	979	1124	878
879	886	421	355	410	312
977	1129	666	289	360	288
122	12	7	113	114	92
1353	806	1073	154	425	336
2121	2221	1095	1510	1705	1385
0	1	0	180	341	188
1	4	0	2	4	3
556	654	351	1438	2010	1505
230	133	75	616	872	652
1726	2102	1109	5290	6532	5317
379	426	203	366	290	279
1341	1500	815	485	675	281
1845	2197	1138	2483	3490	2740
3569	3585	1902	895	1247	1010
38	13	15	174	127	126
152	271	90	44	113	101
6	8	3	6	11	3
1	1	0	0	3	0
2	1	3	7	5	1
0	0	0	4	9	2
2	1	1	1	1	2
0	1	0	2	1	0
0	0	0	0	0	2
126	102	61	39	55	35
1887	1921	1197	5712	8167	4962
950	702	380	6850	8032	6284
229	88	79	12648	13303	10480
5	0	1	197	330	130
355	278	311	320	236	237
407	556	276	13	23	10
2253	2372	990	24	56	22
0	0	0	4	4	6
0	0	0	26	32	41
0	0	0	2	6	5
0	0	0	11	29	14
0	0	0	11	10	5
2150	2151	1032	1059	1757	792
11	10	4	2	4	2
227	199	160	4	14	5
0	0	2	11	8	11
22880	31641	13446	13985	16450	14505
15832	13388	8477	7129	6567	5116
9393	10198	5086	26325	30729	22024
1855	1746	1100	2496	3623	2168
2455	2564	1255	606	797	522
12	10	10	2	2	1
742	822	407	490	620	420
1	0	0	1	1	5
0	0	1	0	4	0
10	9	14	11	9	12
2	5	2	6	4	2
963	862	656	1028	773	947
0	2	0	7	5	5
1564	1730	676	334	412	333
0	0	0	5	4	3
0	1	0	109	111	113
454	393	237	5181	6134	4708
1683	1149	1267	59	38	69
474	431	425	68	107	76
1217	791	521	295	318	189
408	249	99	44	87	38
142	151	148	16	13	8
26	51	35	74	94	95
317	397	281	123	158	125
3	2	1	37	42	52
13	10	3	154	150	171
107	92	143	10939	10789	11150
164	4	0	0	0	0
11	7	2	17	25	25
1188	1401	1183	397	234	414
0	0	0	1	1	1
0	0	1	1	2	1
0	1	0	0	1	1
4001	3486	2557	1048	1366	1115
845	654	531	252	300	359
457	510	245	24858	30151	24342
37	16	1	4	2	5
1	1	0	3	4	5
3	1	2	7	14	9
1806	1157	1207	188	252	224
37	61	17	12	12	12
0	0	0	0	0	0
0	4	1	10	5	18
732	512	287	576	606	425
55	51	42	104	120	95
2059	1978	1014	3633	4470	3215
2774	2387	1530	448	665	411
0	0	0	1	4	2
0	0	0	1	3	2
1	0	0	1	4	1
1	0	0	0	0	0
1	1	0	2	5	0
6	17	6	3	1	1
45	110	24	17	8	16
74	101	29	63	29	67
0	0	0	3	3	0
2	2	1	31	51	27
4	1	2	4	5	5
161	109	73	75	95	80
1124	1267	671	1250	1109	819
111	82	143	6	12	15
0	0	0	3	0	2
0	1	0	6	6	14
0	2	0	17	9	14
0	0	0	3	1	4
5	0	0	1	2	2
10	5	8	38	46	40
169	256	107	284	217	180
0	0	0	13	11	8
2218	2532	1275	389	370	326
828	688	366	463	609	447
4146	3511	1895	956	910	883
685	641	319	474	520	372
336	403	236	188	223	190
5174	5129	3012	2260	2897	1807
7	1	5	48	42	31
1045	1018	595	873	1072	878
117	220	32	11	24	19
2470	2249	1106	7906	8929	6081
85	39	25	2970	3409	2208
1830	1919	1257	3266	4428	6563
0	0	0	0	2	1
666	554	421	101	125	60
0	3	3	104	1	7
0	0	0	1	1	0
1772	1903	1048	2621	3858	2289
1957	1556	930	222	353	164
192	215	27	110	129	166
2892	3044	1420	7152	9345	7917
12	15	11	187	244	254
154	190	71	1811	2509	2327
867	785	297	520	633	471
68	76	25	2801	5183	3773
0	0	0	53	48	24
654	719	330	401	496	426
175	218	107	51	89	142
1558	1878	958	174	141	143
361	323	185	392	730	535
909	1078	873	33	96	74
410	452	334	26	50	59
0	14	12	18	1	8
773	897	406	571	710	545
1606	1636	827	8027	9949	7721
502	468	278	805	1325	709
12	8	0	1	1	14
0	0	0	0	0	0
2494	2468	1342	1074	1352	1096
805	783	419	797	1048	773
24	21	11	71	91	102
1	4	1	157	121	140
2	4	2	1	5	0
55	58	41	34	64	42
465	429	207	792	1020	1017
4	9	4	31	45	39
159	119	115	58	71	42
0	3	0	171	94	67
765	666	319	1865	1851	1439
721	728	425	500	590	371
8	4	0	2	3	1
0	0	0	151	126	58
295	373	184	220	237	172
320	292	244	1545	1187	1650
1006	1036	686	1874	2389	1778
1790	1307	902	816	964	715
1711	1598	814	779	853	779
206	226	118	299	340	211
1	4	4	121	133	72
0	1	0	1	0	0
0	1	0	11	10	11
5182	3709	2535	1220	1126	1114
349	195	60	3	14	3
83	96	56	2	3	1
129	196	107	69	138	96
1284	1061	589	1137	1816	866
2013	2000	962	1041	1086	1005
613	658	476	56	64	70
4	1	0	1	1	0
266	232	127	85	45	52
61	70	46	45	41	20
1791	1730	1014	759	723	721
7	3	0	63	191	52
1406	1723	944	1623	2103	1661
13	8	1	61	100	82
819	853	516	237	154	161
12	9	7	11	17	12
0	1	0	12	4	8
0	10	3	3	1	1
106	115	113	15	11	10
13	10	6	7	2	3
0	0	0	5	8	3
115	151	57	324	560	322
0	0	0	3	31	4
99	76	57	126	177	77
98	97	68	7941	9909	6432
0	0	1	4	1	1
63	207	191	93	89	46
0	0	0	0	0	0
0	0	0	4	6	1
0	0	0	1	1	0
154	264	75	300	315	252
0	0	0	35	36	25
816	1124	742	16	53	34
459	546	283	26	25	14
201	81	85	38	41	21
102	122	91	115	99	39
42	87	90	49	54	33
2	0	0	17	43	8
911	745	540	178	52	113
419	495	212	62	74	55
1	5	0	5	3	5
0	7	0	1	1	4
17	41	5	14	29	31
2454	2391	1328	391	595	466
7	1	1	88	63	55
67	67	27	307	318	291
1114	965	580	502	527	335
13979	14385	9385	1995	1556	1579
378	298	109	182	986	639
50	21	20	51	23	9
31	28	14	296	58	30
0	0	0	1	0	0
4	8	4	2	1	3
0	0	0	0	0	0
0	0	0	0	0	0
1	3	1	0	0	1
0	0	0	0	9	1
775	684	413	578	543	345
493	488	302	287	320	248
206	122	79	132	175	106
254	192	89	21	49	51
41	36	23	51	48	35
908	265	297	85	121	101
1073	1126	532	548	685	682
1437	1734	822	290	367	304
1299	1278	774	177	195	126
146	263	213	9	10	6
1500	946	566	609	648	693
4188	4000	2405	1285	1363	1103
1	2	4	5	10	6
1471	1533	687	315	320	288
177	143	69	196	107	99
8399	9455	5269	5004	6485	5261
8	4	1	41	57	18
132	311	163	93	101	53
1	3	3	9	20	25
7	9	6	326	448	183
0	0	0	5	2	2
0	0	0	1	7	1
2	0	3	1	0	3
1731	1159	737	556	604	524
1745	1727	976	15246	18055	12853
22	27	10	54	107	85
30	22	7	2962	3547	3698
1	2	0	0	0	0
1	0	1	43	63	67
5188	5900	2722	12735	14426	12086
773	666	481	681	1487	1117
48	2	3	26	33	29
962	1000	553	621	587	585
527	534	332	151	143	94
37	69	23	805	1378	805
15	14	10	13398	17275	10533
252	238	103	243	397	241
279	131	76	93	98	82
125	155	78	86	137	87
160	169	85	103	121	81
162	27	11	21	26	30
200	49	8	9	16	16
6	5	4	20	23	11
1313	1181	703	1346	1717	1351
9156	8297	4196	9323	13055	10409
923	925	524	616	796	560
26	20	16	203	225	150
0	0	0	0	0	1
1119	1452	726	577	617	550
684	519	470	59	82	137
2	0	0	7	14	12
603	792	500	12	9	13
1896	2687	1839	22	18	18
1980	2327	956	813	859	365
0	0	0	0	0	0
0	0	0	1	1	1
0	0	0	3	3	1
0	0	0	3	4	6
209	304	172	142	140	116
5457	5143	2953	2847	3008	2377
905	722	463	569	741	601
1403	1438	697	681	861	700
16	31	6	13	15	14
1119	1098	595	560	725	586
19	11	12	49	53	33
2	0	1	2002	2373	1702
2428	3068	1750	1150	1730	1040
76	78	65	16	20	21
1200	1428	448	159	350	252
109	267	157	139	108	134
277	82	106	16	25	21
398	255	116	27	18	10
2	1	1	0	0	0
0	5	1	3	2	0
1	0	3	165	63	102
12	9	7	680	260	463
793	633	296	595	880	696
28	13	6	15	29	22
0	0	0	47	126	17
0	0	0	21	24	8
0	0	0	0	0	0
0	0	0	2	8	4
0	0	0	3	3	3
0	0	0	0	1	2
1	1	1	16	6	4
0	0	0	1	2	2
6	3	2	40	42	28
1	0	0	4	5	6
1971	1561	842	424	370	512
1265	1212	862	192	257	173
616	438	247	186	322	240
6296	3669	3705	32	73	82
24	4	0	100	200	165
39	34	19	7	11	18
2250	2379	1273	457	498	449
663	674	348	381	455	366
234	240	186	2	2	4
0	0	0	14	35	12
0	3	0	2	0	0
19	42	5	3	0	3
157	145	67	353	96	222
0	0	0	0	4	1
0	0	0	1	7	4
0	0	0	0	5	0
8	4	8	9	12	5
1	0	0	10	16	22
500	167	99	32	49	82
0	0	0	8	19	27
2178	1981	1037	1875	2753	1636
704	542	258	96	145	98
93	110	54	46	70	39
1424	1557	697	659	970	768
1239	1270	652	526	882	652
1876	1836	830	592	900	693
70	43	52	26	26	23
693	817	322	32	34	49
851	706	330	1872	1735	1321
194	208	50	119	126	74
2724	2557	1053	1605	2086	1399
25	23	9	1339	1335	1280
1152	1228	493	1495	1603	1445
1430	1200	666	2551	3657	2476
2538	2221	2464	582	867	671
21	6	10	15	27	16
0	0	0	1	0	0
471	395	228	915	1051	1121
700	804	294	232	276	164
290	274	199	124	174	120
6	5	1	33	38	38
422	449	183	937	799	530
5865	5206	3325	3646	3865	3788
581	562	389	1462	1881	1374
875	872	444	1999	2414	1862
4	4	4	33	24	25
358	574	232	66	153	52
24	12	9	20	57	19
3695	3784	1920	85	253	55
